2092	pers.2648	22043242	23467107	346	3.273
2122	pers.2181	22155995	23485368	294	3.0446
2142	pers.2805	22043242	23508965	354	3.3653
2148	pers.2586	22043242	23374027	321	3.0671
2151	pers.2931	22043242	23526557	360	3.404
2151	pers.2966	22043242	23526557	360	3.404
2183	pers.2748	22043242	23519308	356	3.388
2209	pers.2463	22043242	23468281	347	3.2756
2226	pers.2625	22043242	23468281	347	3.2756
2248	pers.2821	22043242	23481276	350	3.3043
2277	pers.2706	22043242	23467107	346	3.273
2304	pers.2306	22043242	23467107	346	3.273
2306	pers.2402	22043242	23467107	346	3.273
2323	pers.2579	22043242	23520993	357	3.3917
2360	pers.2929	22043242	23485368	351	3.3133
2394	pers.2885	22043242	23485368	351	3.3133
2394	pers.2937	22043242	23528127	361	3.4074
2401	pers.2438	22043242	23520993	357	3.3917
2409	pers.2648	22143785	23467107	294	3.0333
2413	pers.2625	22043242	23468281	347	3.2756
2414	pers.2809	22043242	23374027	321	3.0671
2439	pers.2668	22043242	23508965	354	3.3653
2439	pers.2841	22043242	23508965	354	3.3653
2447	pers.2488	22043242	23522847	359	3.3958
2463	pers.2650	22043242	23468281	347	3.2756
2463	pers.2713	22043242	23468281	347	3.2756
2487	pers.2960	22043242	23522847	359	3.3958
2492	pers.2689	22043242	23467107	346	3.273
2509	pers.2602	22043242	23485368	351	3.3133
2510	pers.2539	22043242	23520993	357	3.3917
2510	pers.2599	22043242	23520993	357	3.3917
2537	pers.2697	22043242	23528127	361	3.4074
2542	pers.2820	22043242	23508965	354	3.3653
2545	pers.2848	22043242	23416507	333	3.1612
2578	pers.2878	22049974	23508965	344	3.3492
2601	pers.2885	22043242	23485368	351	3.3133
2664	pers.2750	22043242	23526557	360	3.404
2706	pers.2976	22043242	23462385	345	3.2626
2706	pers.2985	22043242	23467107	346	3.273
2803	pers.3000	22043242	23485368	351	3.3133
2854	pers.2927	22047434	23468281	342	3.2656
2044	pers.2181	22043242	23485368	351	3.3133
2054	pers.2787	22043242	23582491	379	3.5267
2076	pers.2162	22155995	23467107	289	3.0043
2089	pers.2509	22043242	23485694	352	3.314
2089	pers.2602	22043242	23586904	381	3.5364
2095	pers.2401	22043242	23586904	381	3.5364
2119	pers.2241	22043242	23582491	379	3.5267
2159	pers.2604	22043242	23561966	371	3.4817
2161	pers.2327	22043242	23550291	368	3.4561
2184	pers.2283	22206069	23559109	287	3.088
2252	pers.2668	22043242	23589599	384	3.5423
2381	pers.2668	22043242	23589599	384	3.5423
2476	pers.2502	22043242	23588504	382	3.5399
2506	pers.2905	22043242	23573658	377	3.5074
2584	pers.2852	22043242	23561966	371	3.4817
2603	pers.2604	22043242	23423302	335	3.1762
2646	pers.2895	22069140	23564392	348	3.4252
2794	pers.2881	22160225	23559109	310	3.1967
2856	pers.2888	22043242	23589448	383	3.542
2020	pers.2758	22043242	23611690	389	3.5907
2043	pers.2422	22043242	23611690	389	3.5907
2044	pers.2122	22164817	23622445	335	3.3245
2078	pers.2158	22164817	23614175	328	3.3064
2089	pers.2311	22043242	23639444	401	3.6514
2092	pers.2409	22092517	23599399	353	3.4462
2100	pers.2514	22043242	23599399	386	3.5638
2102	pers.2138	22043242	23606253	387	3.5788
2138	pers.2143	22043242	23606253	387	3.5788
2138	pers.2343	22043242	23606253	387	3.5788
2138	pers.2799	22043242	23606253	387	3.5788
2157	pers.2658	22043242	23615879	391	3.5999
2160	pers.2756	22043242	23635891	400	3.6436
2180	pers.2356	22043242	23639444	401	3.6514
2209	pers.2650	22043242	23606253	387	3.5788
2231	pers.2315	22043242	23653372	404	3.6818
2291	pers.2945	22043242	23639444	401	3.6514
2315	pers.2796	22043242	23653372	404	3.6818
2349	pers.2723	22205969	23639444	319	3.2641
2356	pers.2483	22043242	23617028	393	3.6024
2503	pers.2533	22043242	23617867	395	3.6042
2521	pers.2712	22043242	23611690	389	3.5907
2521	pers.2755	22043242	23607240	388	3.581
2530	pers.2628	22044496	23639444	399	3.6484
2555	pers.2660	22043242	23599399	386	3.5638
2608	pers.2847	22043242	23644494	402	3.6624
2650	pers.2713	22043242	23606253	387	3.5788
2658	pers.2806	22043242	23614175	390	3.5961
2723	pers.2894	22206569	23639444	317	3.2627
2723	pers.2916	22206569	23639444	317	3.2627
2834	pers.2952	22223987	23622445	307	3.1843
2001	pers.2632	22043242	23702198	417	3.7882
2003	pers.2422	22043242	23611690	389	3.5907
2009	pers.2567	22043242	23702198	417	3.7882
2023	pers.2147	22043242	23679556	410	3.7389
2026	pers.2201	22043242	23703500	419	3.791
2050	pers.2632	22043242	23702198	417	3.7882
2068	pers.2323	22339825	23679556	291	3.0356
2105	pers.2657	22043242	23702198	417	3.7882
2130	pers.2921	22120891	23702198	375	3.603
2180	pers.2483	22043242	23617028	393	3.6024
2185	pers.2711	22043242	23675417	409	3.7298
2217	pers.2498	22043242	23679556	410	3.7389
2224	pers.2485	22043242	23679556	410	3.7389
2267	pers.2470	22043242	23702198	417	3.7882
2346	pers.2568	22062353	23720027	400	3.7812
2428	pers.2899	22043242	23679556	410	3.7389
2506	pers.2853	22043242	23701767	416	3.7872
2519	pers.2742	22206569	23679556	326	3.3502
2575	pers.2840	22043242	23706293	420	3.7971
2582	pers.2875	22043242	23702198	417	3.7882
2668	pers.2670	22043242	23592459	385	3.5486
2002	pers.2040	22043242	23785147	444	3.9682
2002	pers.2589	22043242	23769992	440	3.9354
2009	pers.2709	22392920	23784012	300	3.1378
2038	pers.2644	22043242	23746740	434	3.885
2040	pers.2589	22043242	23769992	440	3.9354
2067	pers.2648	22344490	23785147	322	3.2539
2072	pers.2474	22223987	23784012	353	3.5359
2072	pers.2510	22043242	23684436	414	3.7495
2082	pers.2256	22043242	23784012	443	3.9658
2087	pers.2934	22378149	23759694	297	3.1198
2101	pers.2590	22043242	23768183	439	3.9315
2101	pers.2812	22043242	23769992	440	3.9354
2102	pers.2143	22043242	23731022	427	3.8508
2102	pers.2343	22043242	23731022	427	3.8508
2102	pers.2799	22043242	23731022	427	3.8508
2106	pers.2292	22043242	23730551	425	3.8498
2108	pers.2292	22043242	23730660	426	3.8501
2123	pers.2321	22184456	23748997	363	3.5536
2124	pers.2293	22119322	23740759	391	3.6905
2146	pers.2412	22180139	23730660	355	3.5241
2154	pers.2570	22292475	23740181	324	3.2789
2158	pers.2384	22043242	23748997	435	3.8899
2162	pers.2661	22155995	23679556	353	3.4702
2194	pers.2224	22043242	23784012	443	3.9658
2220	pers.2577	22043242	23780788	442	3.9588
2220	pers.2886	22223987	23780788	352	3.5289
2224	pers.2314	22195019	23784012	367	3.6045
2224	pers.2611	22443751	23784012	287	3.0187
2245	pers.2974	22114183	23784012	405	3.7965
2263	pers.2321	22043242	23748997	435	3.8899
2264	pers.2974	22275029	23784012	340	3.4152
2269	pers.2666	22043242	23784012	443	3.9658
2302	pers.2383	22043242	23785147	444	3.9682
2310	pers.2771	22043242	23769992	440	3.9354
2321	pers.2591	22043242	23748997	435	3.8899
2321	pers.2998	22043242	23748997	435	3.8899
2334	pers.2412	22180139	23730660	355	3.5241
2350	pers.2934	22359361	23759694	305	3.1639
2362	pers.2648	22043242	23785147	444	3.9682
2373	pers.2755	22043242	23730551	425	3.8498
2382	pers.2906	22043242	23785147	444	3.9682
2392	pers.2955	22043242	23748997	435	3.8899
2396	pers.2650	22043242	23780788	442	3.9588
2396	pers.2951	22043242	23780788	442	3.9588
2397	pers.2771	22043242	23769992	440	3.9354
2412	pers.2675	22180139	23731022	356	3.5248
2442	pers.2638	22043242	23730660	426	3.8501
2490	pers.2907	22206569	23746740	350	3.4963
2550	pers.2638	22043242	23730660	426	3.8501
2593	pers.2867	22043242	23784012	443	3.9658
2600	pers.2974	22275029	23784012	340	3.4152
2605	pers.2763	22179054	23766807	368	3.605
2606	pers.2800	22043242	23784012	443	3.9658
2640	pers.2644	22043242	23746740	434	3.885
2762	pers.2783	22043242	23780788	442	3.9588
2762	pers.2873	22043242	23780788	442	3.9588
2786	pers.2794	22354817	23745430	304	3.1436
2854	pers.2974	22114183	23784012	405	3.7965
2880	pers.2885	22043242	23784012	443	3.9658
2909	pers.2974	22275029	23784012	340	3.4152
2004	pers.2007	22043242	23811543	451	4.0253
2027	pers.2047	22201086	23909840	384	3.8615
2038	pers.2640	22043242	23878463	460	4.1697
2056	pers.2619	22062353	23800088	425	3.9549
2088	pers.2188	22043242	23834251	458	4.0744
2123	pers.2263	22201086	23814532	372	3.6561
2126	pers.2270	22043242	23878463	460	4.1697
2132	pers.2138	22209877	23826525	367	3.6612
2145	pers.2717	22043242	23799935	448	4.0002
2159	pers.2603	22043242	23423302	335	3.1762
2174	pers.2450	22271640	23814532	351	3.4892
2182	pers.2808	22043242	23878463	460	4.1697
2192	pers.2289	22043242	23828172	454	4.0613
2192	pers.2856	22171353	23828172	388	3.7561
2197	pers.2513	22206069	23814532	369	3.6443
2220	pers.2716	22445833	23894308	305	3.2519
2225	pers.2714	22279087	23811543	346	3.4651
2240	pers.2286	22367524	23811543	317	3.2569
2240	pers.2688	22367524	23814532	318	3.2634
2240	pers.2730	22367524	23811543	317	3.2569
2245	pers.2264	22275029	23801121	347	3.4522
2245	pers.2600	22275029	23811543	348	3.4747
2245	pers.2909	22354817	23811543	322	3.2868
2252	pers.2957	22043242	23828172	454	4.0613
2263	pers.2591	22043242	23811543	451	4.0253
2263	pers.2998	22043242	23811543	451	4.0253
2264	pers.2854	22275029	23801121	347	3.4522
2316	pers.2737	22043242	23797936	446	3.9959
2324	pers.2563	22043242	23811543	451	4.0253
2327	pers.2363	22243094	23894308	369	3.7286
2332	pers.2871	22184456	23908507	391	3.8981
2346	pers.2476	22114183	23878463	422	4.0004
2353	pers.2622	22043242	23909840	464	4.2372
2363	pers.2448	22246696	23894308	367	3.7201
2364	pers.2482	22043242	23811543	451	4.0253
2366	pers.2973	22043242	23831553	456	4.0686
2403	pers.2421	22295128	23909840	357	3.6392
2442	pers.2550	22043242	23811543	451	4.0253
2476	pers.2887	22043242	23878463	460	4.1697
2546	pers.2965	22043242	23826525	453	4.0577
2600	pers.2854	22275029	23811543	348	3.4747
2854	pers.2909	22354817	23811543	322	3.2868
2003	pers.2043	22043242	23913439	466	4.245
2005	pers.2395	22043242	24008869	478	4.4494
2017	pers.2571	22043242	23967240	476	4.3604
2027	pers.2303	22043242	23933234	469	4.2875
2042	pers.2480	22043242	24046876	481	4.5305
2045	pers.2096	22194967	23968471	402	4.0018
2045	pers.2881	22194967	23968471	402	4.0018
2087	pers.2350	22378149	23924556	329	3.4755
2108	pers.2583	22581584	24086971	290	3.3477
2146	pers.2334	22043242	24073143	482	4.5865
2166	pers.2349	22131425	24086971	436	4.4056
2166	pers.2645	22597354	24086971	288	3.3111
2200	pers.2271	22043242	23967240	476	4.3604
2200	pers.2553	22043242	23967240	476	4.3604
2200	pers.2653	22043242	23967240	476	4.3604
2216	pers.2327	22625354	24086782	276	3.2458
2216	pers.2448	22625354	24086782	276	3.2458
2235	pers.2570	22663911	24086971	263	3.157
2252	pers.2677	22614175	24086971	282	3.2721
2265	pers.2350	22484316	23924556	297	3.227
2269	pers.2301	22604575	24086971	284	3.2944
2284	pers.2834	22663911	24073143	261	3.1276
2304	pers.2402	22043242	23968471	477	4.363
2334	pers.2675	22043242	24073143	482	4.5865
2349	pers.2894	22043242	23967240	476	4.3604
2352	pers.2931	22392920	24046876	338	3.7025
2381	pers.2677	22621530	24086971	280	3.2551
2449	pers.2480	22665414	24046876	259	3.0682
2452	pers.2617	22043242	23924556	468	4.2688
2513	pers.2976	22043242	23913439	466	4.245
2530	pers.2532	22043242	23910740	465	4.2392
2530	pers.2644	22043242	23967240	476	4.3604
2659	pers.2712	22629302	24086971	276	3.2371
2659	pers.2755	22629302	24086971	276	3.2371
2670	pers.2677	22621530	24086971	280	3.2551
2677	pers.2954	22685079	24086971	257	3.1081
2694	pers.2988	22043242	23953448	472	4.3308
2741	pers.2864	22205969	23814532	370	3.6445
2869	pers.2889	22338948	23814532	334	3.3306
2894	pers.2916	22043242	23967240	476	4.3604
2913	pers.2931	22392920	24046876	338	3.7025
2001	pers.2050	22043242	24161337	497	4.7737
2031	pers.2915	22043242	24180057	503	4.8133
2035	pers.2774	22043242	24135196	492	4.7183
2039	pers.2240	22533286	24135196	310	3.5623
2040	pers.2142	22043242	24124062	490	4.6947
2077	pers.2405	22043242	24122295	489	4.6909
2309	pers.2983	22671363	24197033	280	3.3731
2382	pers.2704	22354817	23684436	285	3.011
2394	pers.2880	22043242	23485694	352	3.314
2457	pers.2979	22689814	24197033	272	3.3305
2581	pers.2929	22043242	24197033	504	4.8492
2601	pers.2880	22043242	23485694	352	3.314
2783	pers.2873	22043242	24197033	504	4.8492
2829	pers.2961	22632124	24095663	276	3.249
2869	pers.2935	22462634	24197033	337	3.858
2983	pers.2991	22636448	24197033	293	3.4538
2032	pers.2081	22208207	24309178	430	4.6926
2033	pers.2366	22683911	24236913	285	3.4282
2035	pers.2407	22043242	24380348	522	5.2342
2036	pers.2086	22597354	24380348	326	3.9294
2036	pers.2277	22597354	24380348	326	3.9294
2036	pers.2529	22665414	24380348	300	3.7719
2036	pers.2976	22597354	24380348	326	3.9294
2036	pers.2985	22621530	24380348	318	3.8734
2037	pers.2911	22043242	23917609	467	4.2539
2084	pers.2332	22812926	24330900	274	3.329
2091	pers.2123	23000925	24380614	258	3.0046
2091	pers.2591	23000925	24380614	258	3.0046
2123	pers.2998	22184456	24287601	440	4.7036
2143	pers.2343	22043242	24213625	508	4.8842
2143	pers.2799	22043242	24213625	508	4.8842
2143	pers.2928	22485907	24213625	336	3.8387
2172	pers.2797	22043242	24223949	509	4.906
2226	pers.2413	22043242	24312955	516	5.0932
2278	pers.2929	22043242	24203500	505	4.8628
2284	pers.2654	22686183	24287601	283	3.5296
2343	pers.2928	22485907	24234989	338	3.8837
2349	pers.2645	22363154	24394603	392	4.5059
2352	pers.2913	22043242	24122295	489	4.6909
2413	pers.2888	22841949	24312955	270	3.225
2413	pers.2969	22537606	24314470	333	3.9303
2440	pers.2959	22043242	24380348	522	5.2342
2457	pers.2735	22689814	24203500	273	3.3441
2471	pers.2497	22932440	24309178	257	3.0105
2478	pers.2559	22043242	24207425	507	4.8711
2481	pers.2945	22685079	24213625	281	3.3764
2497	pers.2756	22992146	24380348	259	3.0239
2579	pers.2883	22342419	23794054	324	3.2781
2586	pers.2788	22123542	24204814	462	4.6741
2591	pers.2612	22685989	24307247	286	3.5713
2591	pers.2998	22043242	24287601	512	5.0399
2612	pers.2998	22685079	24287601	285	3.5321
2668	pers.2841	22043242	23582491	379	3.5267
2696	pers.2922	22629302	24394603	316	3.8852
2799	pers.2928	22485907	24234989	338	3.8837
2835	pers.2896	22974651	24380614	262	3.0642
2843	pers.2933	22054793	24234989	491	4.9016
2909	pers.2959	22576197	24380348	329	3.9785
2001	pers.2535	22827740	24422869	285	3.4872
2010	pers.2419	23011036	24424950	265	3.0741
2021	pers.2379	22043242	24490874	543	5.4643
2024	pers.2112	23011036	24490874	277	3.2111
2078	pers.2144	22043242	24448329	537	5.3759
2110	pers.2628	23084518	24476428	270	3.015
2112	pers.2275	23011036	24490874	277	3.2111
2144	pers.2898	22043242	24448329	537	5.3759
2178	pers.2262	22043242	24422869	530	5.3229
2226	pers.2520	22043242	24447140	536	5.3735
2251	pers.2499	22246696	24446014	439	4.8874
2276	pers.2628	23084518	24476428	270	3.015
2327	pers.2448	22482937	24464557	370	4.3711
2327	pers.2920	22992779	24464557	275	3.1979
2411	pers.2776	22614175	24424950	329	3.9835
2419	pers.2940	22717940	24424950	294	3.7438
2425	pers.2715	22761313	24442757	292	3.681
2523	pers.2887	22539377	23886685	275	3.0173
2529	pers.2934	23011036	24490874	277	3.2111
2776	pers.2780	22614175	24424950	329	3.9835
2816	pers.2965	23011036	24476428	276	3.1811
2034	pers.2334	22974651	24597859	300	3.515
2042	pers.2449	22665414	24603862	342	4.2356
2065	pers.2676	22598717	24166855	300	3.4774
2086	pers.2483	22043242	24597859	561	5.6856
2086	pers.2976	22861248	24516326	300	3.6048
2096	pers.2881	22043242	24597859	561	5.6856
2109	pers.2159	22043242	24528282	555	5.5419
2123	pers.2591	22184456	24510833	477	5.1694
2146	pers.2675	22043242	24601373	562	5.6928
2165	pers.2792	22693139	24528282	322	4.0155
2188	pers.2274	22841949	24601373	316	3.8246
2189	pers.2563	22992146	24601785	300	3.4834
2245	pers.2854	22043242	23833539	457	4.0729
2252	pers.2670	22043242	24580446	558	5.6497
2252	pers.2954	22271640	24580446	457	5.1071
2253	pers.2511	22873039	24593794	308	3.7379
2271	pers.2553	22043242	24580684	559	5.6502
2271	pers.2653	22043242	24580684	559	5.6502
2272	pers.2563	23077010	24601785	294	3.2913
2274	pers.2434	22841949	24601373	316	3.8246
2277	pers.2976	22043242	24516326	550	5.5171
2302	pers.2722	22857009	24597859	314	3.783
2302	pers.2801	22857009	24597859	314	3.783
2304	pers.2314	23094957	24601373	289	3.25
2304	pers.2387	23094957	24601373	289	3.25
2309	pers.2991	22671363	24510833	325	4.0296
2337	pers.2789	22827740	24516326	305	3.6814
2346	pers.2887	22625354	24527875	347	4.1713
2381	pers.2670	22043242	24578047	557	5.6447
2381	pers.2954	22271640	24578047	456	5.1021
2419	pers.2845	22461675	24601373	396	4.7038
2452	pers.2979	22686183	24516326	321	4.0068
2501	pers.2673	22043242	24597859	561	5.6856
2529	pers.2976	22665414	24516326	328	4.0548
2539	pers.2599	22043242	23811543	451	4.0253
2827	pers.2892	22581584	24526530	359	4.27
2976	pers.2985	22043242	24516326	550	5.5171
2010	pers.2940	23011036	24626144	305	3.4906
2024	pers.2275	22043242	24667811	583	5.8295
2067	pers.2986	22043242	24618346	569	5.7278
2078	pers.2898	22043242	24627802	574	5.7472
2187	pers.2212	22926180	24614037	311	3.6585
2209	pers.2713	22043242	24158827	496	4.7684
2252	pers.2381	22043242	24654640	581	5.8024
2264	pers.2600	22043242	24626144	571	5.7438
2304	pers.2386	22043242	23362401	314	3.0413
2349	pers.2916	22043242	24626144	571	5.7438
2386	pers.2556	22043242	23362401	314	3.0413
2388	pers.2649	23187111	24618875	289	3.0788
2394	pers.2601	22043242	24618875	570	5.7289
2394	pers.2933	22435100	24627802	424	4.8204
2524	pers.2986	22192048	24618346	495	5.3735
2583	pers.2940	23011036	24669895	318	3.5805
2600	pers.2909	22043242	24618875	570	5.7289
2650	pers.2951	22043242	24646953	579	5.7866
2712	pers.2755	22043242	24667811	583	5.8295
2722	pers.2801	22447959	24626548	414	4.7878
2004	pers.2354	22883211	24834761	350	4.2079
2026	pers.2355	22043242	24756622	591	6.0112
2060	pers.2902	22378149	24671503	448	5.0437
2070	pers.2354	22812926	24834761	360	4.3686
2124	pers.2852	22974651	24740085	328	3.8069
2172	pers.2697	22716149	24756622	355	4.4318
2172	pers.2781	22716149	24670663	350	4.2559
2178	pers.2478	23324825	24784280	292	3.1099
2191	pers.2669	22043242	24203500	505	4.8628
2220	pers.2980	23258165	24753731	304	3.1962
2284	pers.2397	22043242	24825899	601	6.1523
2307	pers.2807	23249790	24825899	317	3.3619
2309	pers.2355	22043242	24756622	591	6.0112
2335	pers.2697	23344582	24756622	279	3.0095
2411	pers.2780	22043242	24626144	571	5.7438
2443	pers.2744	22588950	24756622	396	4.7259
2448	pers.2920	22860379	24829208	353	4.2488
